"","x"
"46986",2036986.79505761
"46987",1974688.39771331
"46988",1869891.93161577
"46989",1773587.38141376
"46990",1638137.61154559
"46991",1464978.0114317
"46992",1339839.4954177
"46993",1068504.83094251
"46994",990302.306280751
"46995",970474.138897595
"46996",950199.544336657
"46997",927690.325298571
"46998",944747.118903602
"46999",993627.792145956
"47000",1052984.16401885
"47001",1134762.6740057
"47002",1264052.34581176
"47003",1445419.11664367
"47004",1675526.6387323
"47005",1865719.13217799
"47006",1986444.74441773
"47007",2061484.22580926
"47008",2102659.96009345
"47009",2032424.13231943
"47010",1966650.41664199
"47011",1929202.76725224
"47012",1775165.6344128
"47013",1600391.09479258
"47014",1485933.76097379
"47015",1412890.95338587
"47016",1321763.873714
"47017",1032786.19427235
"47018",1000265.38908947
"47019",977384.986801914
"47020",952395.279937046
"47021",954437.723013236
"47022",966610.343232489
"47023",1112259.62003258
"47024",1158957.01603053
"47025",1181321.65965074
"47026",1283452.77456135
"47027",1416353.63959569
"47028",1550521.40861429
"47029",1684419.27219499
"47030",1800639.45212727
"47031",1826540.61333584
"47032",1888158.54307417
"47033",2013554.7235304
"47034",1973431.96162322
"47035",1840410.48673876
"47036",1777481.72524002
"47037",1663992.0527833
"47038",1640656.75820007
"47039",1483534.46426964
"47040",1328789.4332951
"47041",1022990.75561634
"47042",977745.381688957
"47043",948330.789105496
"47044",938094.842668822
"47045",916359.834304768
"47046",912552.335306265
"47047",1092479.29069799
"47048",1130126.98653406
"47049",1200275.36919662
"47050",1319337.83031413
"47051",1415625.3091144
"47052",1542078.41758359
"47053",1628015.81983855
"47054",1741522.29776206
"47055",1780177.41647695
"47056",1862848.9066507
"47057",2024735.77365621
"47058",2032305.60379629
"47059",2018869.57858276
"47060",1851228.86533183
"47061",1665480.32508568
"47062",1611151.96082028
"47063",1412246.56662126
"47064",1232005.88926467
"47065",992855.072770802
"47066",933178.744121449
"47067",893299.08878028
"47068",894365.09090409
"47069",873502.551676351
"47070",888709.514906741
"47071",1084464.03827995
"47072",1116506.75528225
"47073",1220897.64089589
"47074",1318239.45214804
"47075",1392526.60921428
"47076",1555676.90105591
"47077",1742029.53043593
"47078",1795612.49931986
"47079",2037153.33527097
"47080",2131048.28586255
"47081",2177859.8578931
"47082",2125540.55053009
"47083",2031544.67287753
"47084",1842173.65428172
"47085",1692563.43015592
"47086",1591771.00819401
"47087",1477130.68078832
"47088",1322313.75859571
"47089",1006726.5507088
"47090",969278.315811402
"47091",927573.457136608
"47092",909256.197705006
"47093",915661.747155006
"47094",899312.65506076
"47095",1063004.69752704
"47096",1110425.09858258
"47097",1189406.66622699
"47098",1348679.72076854
"47099",1479131.97068139
"47100",1624977.03670067
"47101",1756095.16186103
"47102",1811930.0286712
"47103",1969309.52178809
"47104",2046535.39896905
"47105",2084893.81684899
"47106",2045479.37650848
"47107",1944534.34886645
"47108",1856975.79495778
"47109",1742975.1973773
"47110",1585615.14163741
"47111",1479670.55037286
"47112",1306190.53488518
"47113",1054733.15358583
"47114",974081.523140738
"47115",926447.777864963
"47116",906878.416543535
"47117",870345.116250044
"47118",889806.938669689
"47119",1042059.51426355
"47120",1087903.76430523
"47121",1160669.5955933
"47122",1255091.74469713
"47123",1374284.07019997
"47124",1520448.69046579
"47125",1655155.23259045
"47126",1661189.60836493
"47127",1747295.770167
"47128",1852044.80243037
"47129",1965889.25280214
"47130",1973648.02010867
"47131",1889059.39033529
"47132",1736962.07481976
"47133",1664876.46311484
"47134",1573819.15469535
"47135",1404959.19774917
"47136",1241549.40844757
"47137",992745.890587087
"47138",939415.189568335
"47139",899073.065388834
"47140",878937.064416407
"47141",865845.725025931
"47142",885540.585700515
"47143",1015747.40192807
"47144",1063901.78105318
"47145",1130903.9151371
"47146",1229759.14890668
"47147",1387451.31619091
"47148",1465147.10637971
"47149",1593404.89818511
"47150",1703406.28996038
"47151",1759382.201717
"47152",1907209.95135463
"47153",1919704.52617852
"47154",1889239.43586099
"47155",1818638.06503275
"47156",1677571.39813564
"47157",1539741.26206392
"47158",1386354.96782963
"47159",1271743.111638
"47160",1116776.74942358
"47161",905096.829183574
"47162",846977.495186993
"47163",814970.333230848
"47164",818908.672649102
"47165",807761.555437991
"47166",837276.418179386
"47167",958260.196063388
"47168",980070.670705235
"47169",1071786.52389733
"47170",1206826.01161979
"47171",1335208.40094095
"47172",1423643.41680632
"47173",1626112.09499316
"47174",1763790.06733692
"47175",1838279.61612827
"47176",1969460.17028966
"47177",2086999.9779815
"47178",2127896.99434215
"47179",2078174.16901702
"47180",1837419.76904118
"47181",1616380.46943401
"47182",1470224.51390422
"47183",1298335.47487015
"47184",1134478.51688669
"47185",896726.82049222
"47186",836723.421398353
"47187",817234.612893948
"47188",805694.299658233
"47189",807053.610125694
"47190",849249.042981807
"47191",1028055.12625702
"47192",1083868.49282269
"47193",1157966.97816433
"47194",1312627.40862467
"47195",1419642.38504923
"47196",1519581.58925479
"47197",1730370.34808004
"47198",1977987.10695876
"47199",2059041.82612225
"47200",2159674.75870669
"47201",2193965.42813316
"47202",2250406.85933532
"47203",2109970.0120887
"47204",1901729.35045793
"47205",1705366.70273839
"47206",1618944.94972256
"47207",1422651.82470272
"47208",1223852.1726647
"47209",955712.124577945
"47210",916238.210348421
"47211",892624.802260467
"47212",870235.52254961
"47213",850024.615710662
"47214",886227.044429691
"47215",1073773.43391462
"47216",1116044.12537963
"47217",1206079.90749729
"47218",1349565.1487933
"47219",1439423.87713924
"47220",1573226.12835591
"47221",1759723.17945907
"47222",1954976.82688892
"47223",2055959.1035413
"47224",2182263.00878704
"47225",2224779.73675272
"47226",2188611.03043371
"47227",2141136.7482813
"47228",1975420.4911452
"47229",1771986.96995411
"47230",1656906.15368691
"47231",1491362.40301409
"47232",1304634.508808
"47233",1043050.85585328
"47234",990693.177281965
"47235",945015.484206757
"47236",936109.297724084
"47237",922395.486912887
"47238",934594.051969039
"47239",1087952.82748158
"47240",1170414.62577011
"47241",1242972.25488626
"47242",1381467.42653209
"47243",1489421.77984225
"47244",1623997.53125682
"47245",1765263.26553315
"47246",1900586.35877776
"47247",2041292.86327813
"47248",2117878.42392019
"47249",2114988.96276446
"47250",2152042.39527247
"47251",2064342.19975621
"47252",1921804.3437049
"47253",1735140.71913602
"47254",1671792.32112362
"47255",1481715.18175219
"47256",1307066.22161036
"47257",1031351.76502707
"47258",991242.894571619
"47259",964244.466119894
"47260",955149.577904077
"47261",946219.089677841
"47262",967038.456073449
"47263",1107977.08142705
"47264",1157458.24238866
"47265",1203376.25930483
"47266",1375815.07114509
"47267",1472153.7041573
"47268",1586620.73531096
"47269",1700598.80782552
"47270",1759436.18486425
"47271",1935111.21335
"47272",2008552.76606742
"47273",2135487.47778148
"47274",1978996.9093791
"47275",1978630.42350513
"47276",1849613.63961199
"47277",1708320.70898847
"47278",1590143.17500649
"47279",1422441.4214723
"47280",1275758.20234761
"47281",1034381.05016788
"47282",990112.414136777
"47283",978609.627065089
"47284",947764.060650811
"47285",906713.858327235
"47286",918141.104227854
"47287",1050454.2290471
"47288",1124028.28937249
"47289",1189706.05676624
"47290",1314125.95416278
"47291",1429729.77737792
"47292",1472272.37320251
"47293",1642217.97275116
"47294",1799659.93305751
"47295",1885034.73231709
"47296",1909292.73495037
"47297",1970188.1608693
"47298",1962940.7759681
"47299",1926002.89055195
"47300",1765790.80680865
"47301",1652906.5828319
"47302",1508054.35769033
"47303",1411798.83315087
"47304",1240413.42827248
"47305",1006461.87961452
"47306",939382.3610116
"47307",885480.940909354
"47308",867296.806592004
"47309",848709.410782769
"47310",881041.767210384
"47311",996879.52748146
"47312",1063371.65818
"47313",1161072.96084744
"47314",1298840.94536667
"47315",1429448.74446136
"47316",1529808.96121946
"47317",1661829.84454639
"47318",1766186.4815964
"47319",1908291.99678604
"47320",2020758.71310234
"47321",1986536.00955116
"47322",2045247.88643485
"47323",2059795.76874805
"47324",1834090.31085841
"47325",1677583.97273828
"47326",1596956.84855921
"47327",1427391.82019841
"47328",1229170.53107183
"47329",984932.26117679
"47330",932323.491747434
"47331",880292.473974597
"47332",859722.24652549
"47333",856389.445996918
"47334",867105.605656631
"47335",963096.925911736
"47336",1041415.32340812
"47337",1182498.99386508
"47338",1361048.57629003
"47339",1457492.54409746
"47340",1570186.32940249
"47341",1734396.84769428
"47342",1889247.16450775
"47343",1912213.36976425
"47344",2114596.73662179
"47345",2237694.72238789
"47346",2111594.12268871
"47347",2113785.59468912
"47348",1845712.17514114
"47349",1742868.09112504
"47350",1605376.81222797
"47351",1438714.13432556
"47352",1292162.08875389
"47353",1003410.97969837
"47354",931892.204568606
"47355",920440.206258692
"47356",893511.564148875
"47357",876869.112468106
"47358",900280.698387572
"47359",1039557.25489416
"47360",1104490.25128938
"47361",1166536.68177905
"47362",1372309.96807942
"47363",1524180.42475537
"47364",1613450.93124015
"47365",1799521.97480431
"47366",1962534.33006042
"47367",2057057.1472744
"47368",2180621.52085236
"47369",2289741.21021052
"47370",2227373.98681109
"47371",2170364.13461221
"47372",2059185.23492753
"47373",1861410.17604118
"47374",1693067.74157158
"47375",1581901.33949328
"47376",1342722.19801594
"47377",1095131.37750048
"47378",1015383.94880577
"47379",980184.498195003
"47380",953452.635272591
"47381",933103.477799081
"47382",930427.006121379
"47383",1084877.86152992
"47384",1151627.82881558
"47385",1279554.64820865
"47386",1405774.87644052
"47387",1503326.02028028
"47388",1645179.6951
"47389",1811790.28890624
"47390",1946699.85930693
"47391",2104884.15865983
"47392",2221391.6227664
"47393",2273982.83912956
"47394",2268145.06586078
"47395",2187357.53081476
"47396",1985340.70479004
"47397",1871627.44741429
"47398",1696979.9685557
"47399",1566297.63823273
"47400",1349564.16963614
"47401",1064243.0699043
"47402",1026890.38202474
"47403",980925.180887616
"47404",938494.654402855
"47405",912798.888999937
"47406",912018.9103532
"47407",1074135.59811368
"47408",1158010.04589796
"47409",1296401.06190483
"47410",1409273.83914899
"47411",1542160.85789485
"47412",1658487.72678672
"47413",1902065.84062333
"47414",2046354.44527094
"47415",2127144.08640224
"47416",2265101.81237446
"47417",2256745.68115203
"47418",2208393.22202912
"47419",2167863.25728707
"47420",2030915.7049469
"47421",1831071.76900353
"47422",1767504.88254303
"47423",1576539.21871962
"47424",1353728.3502881
"47425",1147531.75500221
"47426",1038673.86618113
"47427",1013350.48843612
"47428",1013826.77061444
"47429",964731.474714167
"47430",975969.720102479
"47431",1093465.02555086
"47432",1163274.00478859
"47433",1225702.72995075
"47434",1393782.62122459
"47435",1499429.38681636
"47436",1598512.88052518
"47437",1786242.22623459
"47438",1919028.35812509
"47439",2067038.0550616
"47440",2144163.12083942
"47441",2141020.17605411
"47442",2114560.40670159
"47443",2074788.66870551
"47444",2009740.78786685
"47445",1814424.93816848
"47446",1711737.21135076
"47447",1574859.53375242
"47448",1451922.8356179
"47449",1161671.11589362
"47450",1110644.11056666
"47451",1061555.957038
"47452",1022833.10712659
"47453",999688.500673622
"47454",1006871.77037054
"47455",1120150.89166728
"47456",1181648.18498756
"47457",1266954.95961158
"47458",1356040.1731827
"47459",1390209.95309157
"47460",1491749.89552511
"47461",1555806.67602015
"47462",1598758.83908681
"47463",1552296.75010372
"47464",1434136.70700182
"47465",1518098.44951558
"47466",1550366.61014286
"47467",1479662.11953889
"47468",1447886.11254575
"47469",1459323.50678504
"47470",1451732.15551838
"47471",1412055.05621838
"47472",1283827.22813254
"47473",1009081.56736111
"47474",981881.89863254
"47475",965257.275146826
"47476",981564.318647612
"47477",989017.007978571
"47478",1003588.62845406
"47479",1080314.31058485
"47480",1109443.84249528
"47481",1172255.36234917
"47482",1237077.47869232
"47483",1318580.34569134
"47484",1357649.91520687
"47485",1440799.79967151
"47486",1551396.17543968
"47487",1605130.05299444
"47488",1585001.96334941
"47489",1675405.37965497
"47490",1650669.15620963
"47491",1585303.10605952
"47492",1591659.632
"47493",1545404.2050866
"47494",1468357.31214377
"47495",1380793.12562583
"47496",1269000.46075299
"47497",993853.246612322
"47498",972463.683778989
"47499",947622.763850794
"47500",944189.710923521
"47501",938284.963480664
"47502",954641.286162828
"47503",1022021.87632252
"47504",1067506.56813333
"47505",1143325.08258716
"47506",1276287.66654603
"47507",1483433.48061342
"47508",1689139.21876266
"47509",1857941.39868492
"47510",2057847.89530528
"47511",2166157.03780365
"47512",2244371.07701061
"47513",2254019.88840909
"47514",2270181.54111366
"47515",2186059.22760349
"47516",2088371.47876744
"47517",1923743.29347756
"47518",1791274.36214463
"47519",1599785.30034684
"47520",1421579.8191918
"47521",1149827.88458515
"47522",1106026.69295901
"47523",1082382.91443917
"47524",1075584.14661437
"47525",1070052.30203051
"47526",1078543.43277191
"47527",1155489.81815081
"47528",1247012.35354316
"47529",1362171.92003099
"47530",1450517.23397078
"47531",1599134.31298623
"47532",1925962.18400421
"47533",2028319.38826667
"47534",2112005.69074118
"47535",2262910.71155391
"47536",2268792.74106562
"47537",2332957.88524011
"47538",2341508.31334798
"47539",2289846.95861462
"47540",2131734.7833372
"47541",1997789.26716798
"47542",1811012.4582507
"47543",1648363.56943124
"47544",1423721.01487405
"47545",1157201.94760637
"47546",1101750.48765364
"47547",1082642.22873001
"47548",1084958.20072689
"47549",1058078.87143855
"47550",1070224.20173555
"47551",1181472.17959366
"47552",1245013.46772928
"47553",1341588.33490258
"47554",1478513.59322132
"47555",1623408.58876915
"47556",1737221.17366032
"47557",1984386.21088113
"47558",2170921.02554915
"47559",2302964.59481358
"47560",2353776.47404816
"47561",2346613.93177349
"47562",2380158.46257099
"47563",2350015.3018647
"47564",2188586.57807581
"47565",2111181.27783097
"47566",1921691.93716076
"47567",1728738.64887229
"47568",1525999.58915001
"47569",1320468.58026617
"47570",1220945.06479132
"47571",1172007.26801976
"47572",1154683.71994659
"47573",1089428.81639376
"47574",1108525.66474224
"47575",1256752.89368815
"47576",1346487.55918068
"47577",1396079.0871679
"47578",1578458.15179844
"47579",1684076.03430424
"47580",1836043.50778746
"47581",2050943.81371953
"47582",2207061.95858413
"47583",2245765.74156599
"47584",2305712.85041385
"47585",2342052.64855381
"47586",2190431.11338117
"47587",2064108.56228901
"47588",1968958.17260961
"47589",1865808.16539865
"47590",1798934.57641126
"47591",1621653.787858
"47592",1384727.03272073
"47593",1173284.0646163
"47594",1121006.90936788
"47595",1089998.98198684
"47596",1062675.36550697
"47597",1040880.80311673
"47598",1049779.30732945
"47599",1137233.22835512
"47600",1211252.84053712
"47601",1305417.27531949
"47602",1433032.46956818
"47603",1638484.79545505
"47604",1867383.44039786
"47605",2008371.62919524
"47606",2193095.29550716
"47607",2226809.71170644
"47608",2428565.91120487
"47609",2401552.14547159
"47610",2309335.70815941
"47611",2101720.90846852
"47612",2039857.49813361
"47613",1940392.17312533
"47614",1815185.9178204
"47615",1652519.42635666
"47616",1421242.2238777
"47617",1179993.53294019
"47618",1086720.53474216
"47619",1046463.38342457
"47620",1004152.73090447
"47621",1004470.50011544
"47622",1001681.84145016
"47623",1110014.45940369
"47624",1190410.08537453
"47625",1365597.34244546
"47626",1517875.77840481
"47627",1681967.22420983
"47628",1886109.83144231
"47629",2129219.95531923
"47630",2225135.434363
"47631",2317615.02277388
"47632",2301695.05078492
"47633",2326863.12240159
"47634",2218011.34498608
"47635",2065316.22137524
"47636",1939307.37830075
"47637",1807693.48542522
"47638",1740340.65228375
"47639",1596892.34418499
"47640",1379387.43779008
"47641",1147856.01525655
"47642",1069715.19518455
"47643",1020273.31309582
"47644",1018792.2788806
"47645",1001836.45758594
"47646",992605.477926349
"47647",1058513.79220714
"47648",1135782.48135018
"47649",1360982.28160102
"47650",1604288.73832805
"47651",1813599.22809428
"47652",2013138.70830043
"47653",2265073.82151738
"47654",2416518.84470672
"47655",2558762.31304506
"47656",2601000.53044727
"47657",2537777.18285464
"47658",2547999.80024829
"47659",2540027.41884435
"47660",2438600.95372025
"47661",2155617.20441282
"47662",2093076.18678212
"47663",1953207.10490928
"47664",1733198.43902397
"47665",1421078.27939212
"47666",1312522.83803398
"47667",1219826.16216094
"47668",1156509.80606244
"47669",1112981.46095751
"47670",1102936.53271195
"47671",1157563.14119056
"47672",1247828.05274361
"47673",1503709.32422433
"47674",1807667.21476476
"47675",2112347.50203356
"47676",2316405.04451882
"47677",2451374.96514587
"47678",2530929.27531905
"47679",2590368.24536667
"47680",2611592.30049098
"47681",2597264.05739501
"47682",2538302.63115123
"47683",2469821.95663317
"47684",2323307.38925709
"47685",2134328.72821404
"47686",2025022.09372554
"47687",1795525.42399006
"47688",1561335.27190965
"47689",1323099.63385251
"47690",1224198.95141031
"47691",1170654.86214111
"47692",1128987.89384196
"47693",1133962.08923519
"47694",1091343.98867533
"47695",1182046.42515795
"47696",1306525.26090231
"47697",1432536.42498078
"47698",1707675.79138378
"47699",1936158.34435372
"47700",2240089.35799253
"47701",2403446.2895071
"47702",2501276.69819746
"47703",2505302.19131548
"47704",2516330.77507544
"47705",2526373.31792273
"47706",2514227.39054667
"47707",2452058.22621214
"47708",2256502.04538251
"47709",2087001.37829164
"47710",2050718.11249462
"47711",1879479.78087749
"47712",1573855.76089824
"47713",1342740.46226044
"47714",1251640.90856975
"47715",1148813.75376955
"47716",1141152.81417333
"47717",1099831.56809038
"47718",1116286.75259511
"47719",1235739.04637707
"47720",1301581.10359655
"47721",1391636.7388447
"47722",1514719.58940628
"47723",1719219.06604009
"47724",1762925.73582727
"47725",1957301.7610085
"47726",1958171.79236061
"47727",1926521.77070489
"47728",2081440.1621278
"47729",2095688.2894018
"47730",2066324.96537863
"47731",2054310.42882088
"47732",1946135.59343664
"47733",1735386.1601577
"47734",1654745.68259507
"47735",1513349.8000624
"47736",1366419.76648334
"47737",1148301.10209329
"47738",1067706.42185928
"47739",1022202.65608407
"47740",1012124.30897893
"47741",1006340.17712496
"47742",1009175.37995493
"47743",1124344.42708413
"47744",1210728.75027414
"47745",1269574.57722515
"47746",1370740.32719502
"47747",1454882.92724203
"47748",1577768.28110718
"47749",1755041.85709849
"47750",1910815.45484421
"47751",1859104.67198005
"47752",1822579.37533714
"47753",1839934.05445531
"47754",1751587.07300695
"47755",1739481.97912817
"47756",1628536.82678297
"47757",1615113.00352213
"47758",1578866.01791978
"47759",1447566.50955866
"47760",1267341.26620238
"47761",986591.610822894
"47762",962417.020245238
"47763",943263.401794322
"47764",931328.433794322
"47765",927224.021180036
"47766",920025.654543293
"47767",1068396.48244687
"47768",1133246.91725499
"47769",1236493.40622858
"47770",1406875.40678622
"47771",1493068.50652581
"47772",1652344.60212021
"47773",1743298.08512848
"47774",1944545.41555
"47775",1997692.14879744
"47776",2162068.85064242
"47777",2221204.04097196
"47778",2254844.21509373
"47779",2174638.08255293
"47780",2089446.37102436
"47781",1813000.83221362
"47782",1732403.37214715
"47783",1473519.10175486
"47784",1340380.31724671
"47785",1116223.25009983
"47786",1020040.02826399
"47787",985161.77740122
"47788",969214.648458975
"47789",937764.36577381
"47790",962508.17586189
"47791",1105904.29676617
"47792",1193501.75798712
"47793",1288362.19259211
"47794",1447835.16533392
"47795",1627280.35756111
"47796",1737621.38496424
"47797",1995784.21968226
"47798",2056142.83501923
"47799",2297474.70283033
"47800",2309881.81625159
"47801",2379500.83188287
"47802",2428275.57585476
"47803",2357438.99674427
"47804",2173206.23836561
"47805",2002772.5909966
"47806",1897862.33073028
"47807",1631249.97168915
"47808",1479497.25007352
"47809",1170512.83700123
"47810",1105478.69850754
"47811",1048319.41602095
"47812",1025304.68692235
"47813",1004186.82728889
"47814",994400.863438189
"47815",1078505.45512742
"47816",1150647.34866528
"47817",1360500.47755345
"47818",1528053.09612081
"47819",1785565.0182641
"47820",1916072.73713715
"47821",2055207.34638119
"47822",2331081.12178004
"47823",2449872.04399604
"47824",2485501.19638273
"47825",2531010.21640544
"47826",2438070.02193692
"47827",2378037.34486784
"47828",2202652.52494179
"47829",2055345.57868662
"47830",1908701.88430973
"47831",1708319.43901119
"47832",1462643.70590827
"47833",1236422.3805601
"47834",1103761.11989889
"47835",1033236.05881935
"47836",995066.356201208
"47837",971823.887542064
"47838",969763.698693516
"47839",1015366.54571091
"47840",1119846.94746742
"47841",1400623.22572386
"47842",1537918.24871447
"47843",1757829.75847801
"47844",1966860.49559274
"47845",2204177.25934084
"47846",2417213.03580042
"47847",2463884.69483064
"47848",2506250.48289178
"47849",2539008.58525368
"47850",2531305.57437286
"47851",2505516.91938595
"47852",2309908.64529056
"47853",2105702.00787045
"47854",1901084.70116423
"47855",1681388.3472396
"47856",1512325.92368995
"47857",1234386.86596822
"47858",1128958.34162028
"47859",1074512.56777516
"47860",1054413.69611998
"47861",1048410.9356409
"47862",1050141.01824764
"47863",1142348.50447944
"47864",1250203.45316769
"47865",1404730.08113108
"47866",1581192.64511067
"47867",1785634.45373697
"47868",1996115.03283098
"47869",2268986.7824412
"47870",2356832.8990563
"47871",2538142.82690061
"47872",2538530.91680097
"47873",2516289.35603982
"47874",2309536.84170657
"47875",2300850.48043427
"47876",2172276.52566628
"47877",2035474.79047276
"47878",1894204.87461604
"47879",1638888.74291883
"47880",1445514.04731292
"47881",1191736.59142849
"47882",1145604.13470547
"47883",1105863.96352614
"47884",1097725.31766496
"47885",1078633.10556827
"47886",1097802.23075154
"47887",1202001.67660447
