"","x"
"44027",1404449.62027457
"44028",1318228.52127098
"44029",1234170.34099514
"44030",1185498.1370933
"44031",1173646.97841451
"44032",1185838.7972762
"44033",1200729.05948333
"44034",1333388.79755026
"44035",1538112.52903008
"44036",1604846.77520512
"44037",1677834.19912334
"44038",1646576.4787829
"44039",1495429.39587104
"44040",1534409.83486648
"44041",1263358.34842355
"44042",1290113.42040476
"44043",1340381.98225967
"44044",1396677.4914127
"44045",1410739.07994603
"44046",1663508.06805714
"44047",2067367.00895714
"44048",2146284.32103333
"44049",1933785.93910556
"44050",1809703.0445711
"44051",1590747.03822887
"44052",1450279.00659979
"44053",1375623.89981438
"44054",1340217.59599131
"44055",1298326.8211382
"44056",1302108.9550382
"44057",1356105.2384816
"44058",1516081.33267687
"44059",1680206.35343484
"44060",1689663.25382596
"44061",1722476.57662156
"44062",1644651.91628548
"44063",1536654.74110384
"44064",1544557.64384626
"44065",1309886.73440053
"44066",1318737.6628672
"44067",1349680.70759735
"44068",1311228.86436243
"44069",1352091.42159048
"44070",1393215.03944656
"44071",1795834.31533035
"44072",1664751.65187018
"44073",1562495.65099019
"44074",1359958.67540389
"44075",1217491.23496786
"44076",1186294.16459415
"44077",1172254.85675845
"44078",1144468.37174769
"44079",1141967.97087095
"44080",1138401.22889648
"44081",1159249.47115954
"44082",1254017.70857057
"44083",1351761.78300572
"44084",1368117.92283856
"44085",1338807.77889027
"44086",1301365.2441309
"44087",1169666.49743481
"44088",1233140.63065849
"44089",916945.522222222
"44090",892667.380218119
"44091",884006.850589811
"44092",907130.221524639
"44093",890856.473119635
"44094",979111.482284282
"44095",1292778.93439688
"44096",1373935.32792148
"44097",1281076.11502996
"44098",1208602.47664043
"44099",1169945.37933523
"44100",1175777.44236696
"44101",1173006.25212093
"44102",1174244.59205423
"44103",1181641.79815127
"44104",1181845.09013963
"44105",1193493.92972586
"44106",1257997.05694013
"44107",1317455.56376516
"44108",1319180.71359718
"44109",1306912.99075337
"44110",1269075.48943942
"44111",1148352.38527319
"44112",1062238.23759702
"44113",878795.258929197
"44114",839253.773799159
"44115",837272.331853921
"44116",837073.129070587
"44117",835699.209839636
"44118",904765.95333052
"44119",1237033.92280604
"44120",1299675.68549065
"44121",1220172.4931312
"44122",1218661.60963589
"44123",1194577.01635758
"44124",1209776.29721415
"44125",1201163.14165859
"44126",1212124.9915708
"44127",1222927.39391235
"44128",1218960.2100516
"44129",1224670.5446822
"44130",1275216.59505774
"44131",1314024.2265801
"44132",1297543.40962472
"44133",1293611.17550804
"44134",1252833.14389185
"44135",1145486.73279201
"44136",1049092.07084967
"44137",860395.882826758
"44138",820111.634663627
"44139",812638.098767523
"44140",805426.186481809
"44141",811361.97441038
"44142",840924.93733126
"44143",1038147.41255471
"44144",1095152.64922325
"44145",1191182.44816109
"44146",1210815.11647041
"44147",1213765.16005128
"44148",1217956.83436549
"44149",1228732.99460861
"44150",1227574.37354521
"44151",1233366.24098093
"44152",1237086.73658281
"44153",1267161.90480841
"44154",1389350.71213903
"44155",1378655.85688483
"44156",1340019.42628719
"44157",1302976.71172668
"44158",1275565.96161066
"44159",1141933.05244147
"44160",1048982.17685905
"44161",846257.519084983
"44162",821126.560009695
"44163",833153.205092162
"44164",835271.829882638
"44165",852816.25721121
"44166",957134.48498538
"44167",1284038.58674974
"44168",1409690.102307
"44169",1256033.12320858
"44170",1250444.90973707
"44171",1185258.45553742
"44172",1205164.75316864
"44173",1249391.72463016
"44174",1270831.62736392
"44175",1270965.40301133
"44176",1272136.90438492
"44177",1287432.78973536
"44178",1385512.70749885
"44179",1369344.93561861
"44180",1380621.13934415
"44181",1363111.56751976
"44182",1309043.09630433
"44183",1173691.01342702
"44184",1060757.24599188
"44185",855008.916417486
"44186",822510.348037545
"44187",814556.719291729
"44188",810199.520953634
"44189",817109.362696492
"44190",885870.112302011
"44191",1240708.81457092
"44192",1277957.64054436
"44193",1221345.64893618
"44194",1194292.52839872
"44195",1178345.7342488
"44196",1200894.57671461
"44197",1222147.73063293
"44198",1240089.88873444
"44199",1246452.42249981
"44200",1226301.33758509
"44201",1218051.41456482
"44202",1300137.71114688
"44203",1357077.92239357
"44204",1363796.00956928
"44205",1350585.51448856
"44206",1311557.82447882
"44207",1204526.56635865
"44208",1109168.0835806
"44209",864745.283176864
"44210",827121.337312049
"44211",838274.444657143
"44212",843505.389957576
"44213",871623.481587013
"44214",961694.989158802
"44215",1291292.35627002
"44216",1419466.487618
"44217",1483294.53213863
"44218",1445966.11313287
"44219",1305931.35349308
"44220",1277619.96943745
"44221",1266791.03111162
"44222",1248918.12365368
"44223",1262362.55812598
"44224",1274300.30672439
"44225",1281902.27513788
"44226",1314855.05590402
"44227",1351617.25820516
"44228",1373231.12536857
"44229",1429267.37412252
"44230",1391999.14986025
"44231",1248033.76003893
"44232",1168034.14558771
"44233",916319.207633694
"44234",899936.939035714
"44235",899588.969419048
"44236",898688.538333333
"44237",948864.903033333
"44238",1029997.16900317
"44239",1338236.73517385
"44240",1443051.00635808
"44241",1524613.81413073
"44242",1510559.13549092
"44243",1472092.70508832
"44244",1387438.75886383
"44245",1342526.94886304
"44246",1319637.22038142
"44247",1287347.30814549
"44248",1275699.90710205
"44249",1297604.15058661
"44250",1365942.29776101
"44251",1434714.75055
"44252",1483448.68393301
"44253",1482582.05764473
"44254",1433691.44553709
"44255",1292638.8968663
"44256",1198978.59157014
"44257",964861.028507179
"44258",956297.171757143
"44259",941646.786209525
"44260",936346.569609524
"44261",954227.309280953
"44262",1037933.17836429
"44263",1478822.29857684
"44264",1535989.08664549
"44265",1460714.82563817
"44266",1382886.58342108
"44267",1351434.80085386
"44268",1286302.80129946
"44269",1270668.29442731
"44270",1253589.33480509
"44271",1244541.58070206
"44272",1244739.46926873
"44273",1256495.15134015
"44274",1277570.0295957
"44275",1322135.83715681
"44276",1357335.02955112
"44277",1406267.90469679
"44278",1405281.41635628
"44279",1285986.62850159
"44280",1227702.60095604
"44281",970176.92981796
"44282",949048.246932101
"44283",983165.777122944
"44284",998425.02036342
"44285",1072800.49216886
"44286",1214920.22001524
"44287",1590210.39203553
"44288",1640759.08564908
"44289",1636034.0987193
"44290",1506567.75019565
"44291",1416851.84655942
"44292",1341268.02697061
"44293",1274157.40482066
"44294",1228948.30519641
"44295",1220294.67259666
"44296",1214792.98943158
"44297",1231776.43503635
"44298",1303249.8508596
"44299",1381983.07683131
"44300",1500449.83767994
"44301",1478661.93343546
"44302",1490938.05235625
"44303",1386207.61026905
"44304",1339139.33944596
"44305",1125489.84125476
"44306",1144004.86612143
"44307",1146537.73648333
"44308",1149780.20783095
"44309",1162646.81431984
"44310",1165290.49427509
"44311",1446597.27556462
"44312",1394800.4545756
"44313",1283156.62091582
"44314",1217203.40288247
"44315",1218092.1416541
"44316",1220732.00715065
"44317",1245021.40804961
"44318",1269132.47988894
"44319",1285108.55083474
"44320",1277408.28987425
"44321",1294328.7267978
"44322",1389174.60285908
"44323",1442883.27574259
"44324",1362252.34281156
"44325",1352134.28254172
"44326",1288588.28935363
"44327",1170557.86491616
"44328",1048356.8092191
"44329",852927.981273038
"44330",804408.828476574
"44331",800157.498959907
"44332",795072.41222662
"44333",797055.40312662
"44334",864620.952022256
"44335",1064597.2610633
"44336",1091447.91568489
"44337",1175514.65374323
"44338",1198293.91949586
"44339",1214975.44282382
"44340",1214216.29327462
"44341",1230665.11566055
"44342",1241828.95705798
"44343",1237351.56939918
"44344",1218549.92051833
"44345",1212358.26037938
"44346",1268815.89278775
"44347",1363489.53526204
"44348",1367486.74292192
"44349",1346746.37574573
"44350",1294423.07032737
"44351",1162982.65884382
"44352",1057736.39179119
"44353",858325.012601494
"44354",824877.306418497
"44355",822025.881701254
"44356",825810.676209524
"44357",839955.211119481
"44358",912262.026890477
"44359",1238600.53799221
"44360",1388928.27722742
"44361",1424192.67348137
"44362",1401557.87689217
"44363",1370652.89609002
"44364",1310751.75386044
"44365",1267235.83386745
"44366",1232547.36106381
"44367",1216066.03451482
"44368",1215218.0306926
"44369",1236255.62293376
"44370",1288040.85109097
"44371",1346998.39653878
"44372",1353327.33450121
"44373",1361970.27024185
"44374",1365913.22549519
"44375",1253582.31651007
"44376",1159564.47957746
"44377",926444.50782084
"44378",922342.299191739
"44379",911968.989347295
"44380",969923.443688889
"44381",1014333.8934381
"44382",1146252.82032271
"44383",1493727.42311011
"44384",1578306.07280588
"44385",1560170.32870586
"44386",1542850.70401134
"44387",1428996.64841472
"44388",1351157.79579292
"44389",1303200.94194228
"44390",1296790.09534863
"44391",1293576.61890418
"44392",1293819.68417942
"44393",1320648.41645223
"44394",1365082.67195877
"44395",1402688.93850376
"44396",1435688.58020022
"44397",1441679.34547813
"44398",1460074.90509062
"44399",1344894.41288791
"44400",1307134.85802894
"44401",1191016.49103749
"44402",1217477.61767732
"44403",1234378.6605994
"44404",1319276.10568035
"44405",1354358.64708684
"44406",1429415.64120141
"44407",1713558.73564286
"44408",1805842.11033333
"44409",1873098.86743333
"44410",1869957.57676667
"44411",1750053.89774276
"44412",1646643.07791419
"44413",1516467.19409228
"44414",1402711.56806862
"44415",1318818.29291242
"44416",1317616.22271242
"44417",1318340.80831242
"44418",1446270.71490122
"44419",1675987.37314048
"44420",1774804.69883507
"44421",1753411.66622554
"44422",1800002.0902
"44423",1686120.22956191
"44424",1709328.4322
"44425",1396651.92311905
"44426",1544132.31811429
"44427",1480209.69755938
"44428",1591414.69391429
"44429",1756470.84827143
"44430",1988411.02644762
"44431",2235499.82709899
"44432",2330157.4791
"44433",2085799.64076191
"44434",1800944.33422554
"44435",1659057.7471627
"44436",1465380.97549562
"44437",1432225.64959808
"44438",1348371.2985877
"44439",1310144.83138851
"44440",1306463.42760261
"44441",1308848.19375261
"44442",1456416.52890909
"44443",1602063.53660695
"44444",1673108.34789453
"44445",1817509.32728268
"44446",1846116.36302381
"44447",1769292.8461987
"44448",1763736.63921775
"44449",1618746.29853114
"44450",1735857.73341326
"44451",1695610.45919897
"44452",1748538.37197517
"44453",1702710.98825374
"44454",1770409.28809183
"44455",2074578.3532085
"44456",1974972.49066543
"44457",1746333.84819072
"44458",1472005.8511172
"44459",1275674.83903762
"44460",1258284.30518174
"44461",1224415.29143756
"44462",1201837.56259735
"44463",1199438.46341561
"44464",1202691.12371453
"44465",1216791.16333113
"44466",1236050.82042218
"44467",1310689.0576712
"44468",1319033.9662324
"44469",1314915.07649907
"44470",1282994.21310821
"44471",1172752.20902716
"44472",1159893.1680594
"44473",875027.438123545
"44474",839909.436382252
"44475",834160.509798918
"44476",824968.064848918
"44477",833825.746598918
"44478",874928.617888845
"44479",1184680.32353004
"44480",1331033.47029541
"44481",1500074.31827133
"44482",1421316.02714091
"44483",1322776.59262968
"44484",1276399.56370119
"44485",1295303.29282879
"44486",1282080.61577121
"44487",1252128.3383079
"44488",1265064.05608373
"44489",1253782.92475039
"44490",1351812.3460505
"44491",1457818.26631833
"44492",1509884.27900846
"44493",1574033.6965785
"44494",1591510.87563601
"44495",1441077.22570723
"44496",1457804.90924976
"44497",1267219.41443968
"44498",1337400.96884048
"44499",1511597.16899272
"44500",1711366.77624286
"44501",1842398.02501667
"44502",2098881.47620952
"44503",2360051.35054286
"44504",2383151.30464762
"44505",2261362.84904978
"44506",2185768.75578095
"44507",2065555.03301905
"44508",1865499.41616508
"44509",1702541.9331921
"44510",1646912.72043777
"44511",1600527.66115808
"44512",1520495.37362212
"44513",1593500.11048189
"44514",1697690.24488539
"44515",1953164.30949048
"44516",2003382.13143333
"44517",2237329.30950952
"44518",2232555.57850931
"44519",2139514.07323333
"44520",2241389.07948095
"44521",2077062.41532482
"44522",2125225.00620159
"44523",2112203.82050159
"44524",2109062.18633968
"44525",2150699.86502381
"44526",2278484.46323334
"44527",2315877.98501111
"44528",2314303.42382381
"44529",2073897.78400731
"44530",1846784.87125205
"44531",1705521.27849298
"44532",1622314.2088758
"44533",1470620.65730513
"44534",1429021.97598132
"44535",1407179.34589799
"44536",1381757.29681184
"44537",1412326.51146465
"44538",1493052.74262511
"44539",1611261.63348525
"44540",1638704.44417674
"44541",1668804.32091678
"44542",1654136.05102155
"44543",1543149.17847609
"44544",1554663.68299221
"44545",1265937.07171667
"44546",1271973.74244524
"44547",1289604.28032143
"44548",1305087.75499048
"44549",1338248.04369286
"44550",1537229.71704286
"44551",1825654.71799307
"44552",1797330.85270433
"44553",1761699.42304459
"44554",1573996.38225991
"44555",1509815.12343227
"44556",1432518.75942747
"44557",1353532.78629714
"44558",1284747.38222514
"44559",1284045.56780785
"44560",1278129.90359118
"44561",1289438.98214848
"44562",1418440.14344171
"44563",1487635.84616311
"44564",1488796.59412139
"44565",1480583.67390623
"44566",1456016.39621997
"44567",1352862.44139908
"44568",1287349.27024816
"44569",1028337.59032381
"44570",1078912.28261508
"44571",1097126.6782627
"44572",1113541.26153413
"44573",1066973.50773095
"44574",1069908.14642097
"44575",1272058.36716889
"44576",1204642.11761268
"44577",1202976.1901217
"44578",1177801.2866107
"44579",1187386.16487224
"44580",1178878.20420682
"44581",1175936.79979879
"44582",1165794.66697633
"44583",1167648.89374711
"44584",1158947.60601341
"44585",1180117.48619978
"44586",1287468.9576754
"44587",1350241.70683105
"44588",1342090.95289788
"44589",1348486.19764232
"44590",1320480.32758042
"44591",1215839.22565209
"44592",1114446.00338984
"44593",924503.85490503
"44594",877417.029398489
"44595",893227.979250016
"44596",892291.664616683
"44597",851399.05025661
"44598",886366.215656177
"44599",1093142.57556186
"44600",1136773.00341604
"44601",1197731.09899699
"44602",1210626.38335772
"44603",1199734.48084884
"44604",1196720.64248416
"44605",1192901.41212141
"44606",1186828.52536496
"44607",1183381.14013163
"44608",1173719.83517039
"44609",1184341.59622309
"44610",1237735.38677575
"44611",1285360.23983185
"44612",1296863.3129454
"44613",1308771.17406642
"44614",1283096.33856261
"44615",1208696.0773064
"44616",1125354.49596184
"44617",910260.912379505
"44618",877567.631000721
"44619",921279.237962123
"44620",960480.843088919
"44621",985480.659888919
"44622",1084273.14620793
"44623",1343963.47437151
"44624",1431425.42837894
"44625",1537912.92115
"44626",1545665.63038333
"44627",1528779.71636429
"44628",1502852.45265
"44629",1525809.26990952
"44630",1504613.08771905
"44631",1470920.0426
"44632",1468713.2423381
"44633",1478912.4398381
"44634",1510400.5192873
"44635",1589236.04178571
"44636",1521539.40062064
"44637",1571596.14230952
"44638",1590993.99137619
"44639",1469544.87103254
"44640",1432260.33714921
"44641",1208614.54820476
"44642",1228496.01472857
"44643",1267889.35509841
"44644",1266116.50083889
"44645",1309298.04182698
"44646",1385839.41790404
"44647",1647970.05768377
"44648",1769804.3954101
"44649",1793642.55003025
"44650",1556393.75689342
"44651",1516390.84123333
"44652",1415264.41100967
"44653",1396204.0459013
"44654",1297473.56294019
"44655",1309234.65483624
"44656",1344064.59557758
"44657",1336529.2457633
"44658",1415243.20454495
"44659",1481269.56271111
"44660",1507883.85060952
"44661",1501371.48343333
"44662",1454628.01617619
"44663",1312633.49487064
"44664",1254627.25007186
"44665",1072185.51606667
"44666",1142707.86115476
"44667",1186151.64662619
"44668",1182744.48233268
"44669",1189796.56407698
"44670",1309117.63767727
"44671",1650180.58005486
"44672",1697569.48196915
"44673",1768473.08876448
"44674",1730678.39508274
"44675",1565324.78139421
"44676",1543990.78219047
"44677",1488045.08983016
"44678",1455664.61993016
"44679",1417597.87854257
"44680",1413923.41523304
"44681",1436040.27412352
"44682",1501699.71714971
"44683",1649314.87465893
"44684",1739435.20088274
"44685",1757979.47973274
"44686",1786629.14243353
"44687",1674090.67429226
"44688",1710600.38072289
"44689",1369242.57928211
"44690",1394701.23186929
"44691",1490555.01123675
"44692",1635325.72929035
"44693",1721412.28940146
"44694",1874889.68079988
"44695",2081804.97438162
"44696",2065584.92521734
"44697",1934788.00452711
"44698",1668453.77702685
"44699",1524542.52259524
"44700",1411718.92991111
"44701",1329719.23946209
"44702",1307443.98435971
"44703",1278139.98815987
"44704",1234423.00417724
"44705",1289144.08192162
"44706",1355553.88057602
"44707",1559050.47415611
"44708",1726981.5278459
"44709",1883503.35026055
"44710",1826919.36376055
"44711",1841513.1271913
"44712",1801672.43060083
"44713",1527690.19868651
"44714",1585813.34570635
"44715",1775355.48002222
"44716",1771572.56903333
"44717",1809970.48446746
"44718",1948315.60653572
"44719",2184972.24355
"44720",2009233.75996905
"44721",1791999.22900893
"44722",1364057.28854509
"44723",1248595.12950812
"44724",1183304.82082114
"44725",1157231.27991184
"44726",1144905.16251422
"44727",1137398.00665245
"44728",1142419.57924633
"44729",1159463.76453108
"44730",1239979.44416409
"44731",1352611.46869871
"44732",1450780.27066678
"44733",1512721.57806667
"44734",1494904.96657619
"44735",1423210.55655337
"44736",1507656.53121867
"44737",1330682.16918333
"44738",1345804.57146429
"44739",1349043.24239379
"44740",1348690.51418189
"44741",1323240.72411905
"44742",1417514.83954156
"44743",1810319.0640825
"44744",1889325.50268185
"44745",1580614.69173968
"44746",1407933.25958258
"44747",1218746.53777905
"44748",1175943.49243808
"44749",1152665.56045806
"44750",1135814.18370415
"44751",1139063.53042998
"44752",1138236.93852111
"44753",1175104.84629235
"44754",1251365.93255758
"44755",1345915.73936981
"44756",1396001.01921226
"44757",1496057.98788355
"44758",1495430.01073333
"44759",1349937.59681191
"44760",1393746.10175337
"44761",1158232.50979048
"44762",1192947.75982381
"44763",1272071.02260476
"44764",1286428.12683333
"44765",1333460.08267143
"44766",1449866.38547489
"44767",1793074.32644678
"44768",1760495.60202153
"44769",1519740.87630476
"44770",1386564.14786803
"44771",1219333.90922013
"44772",1201842.55342562
"44773",1172777.57939426
"44774",1157906.5948216
"44775",1152479.682747
"44776",1154424.36591991
"44777",1169437.25241891
"44778",1228616.9697111
"44779",1285266.05736362
"44780",1316835.40227912
"44781",1410035.58177778
"44782",1383607.17364805
"44783",1297866.84464762
"44784",1233652.38172692
"44785",966554.24573189
"44786",985554.758038095
"44787",1005025.16827143
"44788",1078161.22947619
"44789",1156383.80078016
"44790",1265575.8152373
"44791",1633854.80153344
"44792",1696489.06134058
"44793",1592976.26331667
"44794",1535074.90131086
"44795",1382683.53600424
"44796",1293237.94756585
"44797",1249969.23669099
"44798",1234025.97243799
"44799",1205668.61466445
"44800",1207097.76795211
"44801",1208551.13591619
"44802",1289117.58246533
"44803",1472727.79410476
"44804",1500589.26292418
"44805",1528844.55025714
"44806",1519810.06832391
"44807",1446868.6149374
"44808",1539268.44958571
"44809",1348412.97859048
"44810",1381266.67966667
"44811",1414660.89936667
"44812",1441127.6629
"44813",1574007.23953413
"44814",1665689.17649286
"44815",1960830.13268333
"44816",1846934.85365794
"44817",1899992.61637401
"44818",1567100.53117619
"44819",1393498.75664156
"44820",1289786.62765036
"44821",1227701.75187471
"44822",1200633.500266
"44823",1177167.68902595
"44824",1181974.72436527
"44825",1205453.7943294
"44826",1288645.199433
"44827",1346937.88524519
"44828",1440223.89694733
"44829",1447849.00799567
"44830",1432125.94169307
"44831",1322954.76948889
"44832",1231344.66021739
"44833",973647.726383069
"44834",985135.895144589
"44835",961587.708249351
"44836",959012.169049351
"44837",971388.278849351
"44838",1011449.49143568
"44839",1303385.39705088
"44840",1440002.93799322
"44841",1428482.56348606
"44842",1282144.89994175
"44843",1242341.53836995
"44844",1185956.75633061
"44845",1176803.03243883
"44846",1158908.53565125
"44847",1153636.27202072
"44848",1153335.32045117
"44849",1168274.89529202
"44850",1255104.11796622
"44851",1334130.8392498
"44852",1341026.01359031
"44853",1340450.26921647
"44854",1306577.79868572
"44855",1195651.56570134
"44856",1153635.77563961
"44857",914904.386643334
"44858",847569.090817063
"44859",844709.692775
"44860",883417.855275
"44861",898499.556838528
"44862",944347.625356722
"44863",1196101.59961963
"44864",1208202.82022648
"44865",1234587.58072947
"44866",1185758.2423953
"44867",1173523.91277045
"44868",1162765.32283337
"44869",1156528.12776115
"44870",1143609.46024257
"44871",1146321.85079955
"44872",1156763.97428667
"44873",1165760.16853665
"44874",1247213.86857997
"44875",1360297.21277075
"44876",1362367.60552197
"44877",1334237.73196714
"44878",1289693.40209737
"44879",1157126.15127816
"44880",1040540.03409635
"44881",846536.784192228
"44882",817696.971457307
"44883",815634.739090873
"44884",811560.66419347
"44885",810324.706145995
"44886",871148.617797919
"44887",1138992.41616469
"44888",1182618.75968956
"44889",1278301.80672493
"44890",1267719.28208411
"44891",1287955.45406529
"44892",1275321.06051327
"44893",1265525.95216566
"44894",1269432.1877245
"44895",1265845.04395307
"44896",1274194.8002981
"44897",1300146.05675048
"44898",1385000.08511154
"44899",1521341.29724322
"44900",1545069.36136667
"44901",1562286.72045238
"44902",1631631.60985201
"44903",1529670.79283501
"44904",1644757.83253501
"44905",1320631.28638095
"44906",1319809.85521429
"44907",1387675.3728
"44908",1468383.00375714
"44909",1530009.62068889
"44910",1749892.73850101
"44911",2087972.90515498
"44912",2129579.51948831
"44913",1977149.15120318
"44914",1974400.72263413
"44915",1748070.18945328
"44916",1595927.17917899
"44917",1547064.08966667
"44918",1502947.60696667
"44919",1467022.3702697
"44920",1475922.26353333
"44921",1479106.01123333
"44922",1563474.89628095
"44923",1598879.9771409
"44924",1670807.61050609
"44925",1669476.70442709
"44926",1673837.75722391
"44927",1542994.64798106
"44928",1543951.58353741
"44929",1319110.52185
"44930",1348681.7786303
"44931",1323013.63819683
"44932",1374558.84676349
"44933",1431696.1257254
"44934",1677330.9455
"44935",1958917.17103333
"44936",2018628.48290555
"44937",1981001.54838889
"44938",2003773.21876032
"44939",1912211.95397492
"44940",1755122.52482197
"44941",1627802.54308502
"44942",1550760.43588254
"44943",1505887.76477143
"44944",1495025.24661667
"44945",1617043.52614657
"44946",1714779.2866501
"44947",1939423.05883434
"44948",2000918.3062
"44949",2180298.04132699
"44950",2369734.46390714
"44951",2380184.83809365
"44952",2396456.77556984
"44953",2216634.45208772
"44954",2304154.95016391
"44955",2397534.96452105
"44956",2478348.39152105
"44957",2588439.68848931
"44958",2789961.768802
"44959",2884534.78376867
"44960",2826349.71907105
"44961",2338287.76725159
"44962",1982741.80019365
"44963",1761228.74309614
"44964",1551853.54521111
"44965",1450865.85421111
"44966",1360339.37298604
"44967",1333934.6149237
"44968",1312486.79727431
"44969",1329342.5201856
"44970",1426104.4163881
"44971",1589716.72105169
"44972",1646504.49997435
"44973",1667481.70801677
"44974",1689888.78246439
"44975",1639836.18645963
"44976",1751124.78518016
"44977",1266449.62931825
"44978",1278794.33330159
"44979",1250862.22323968
"44980",1316144.68083492
"44981",1337944.49376825
"44982",1473347.27158817
"44983",1765872.41099603
"44984",1836464.7577627
"44985",1849881.18940794
"44986",1827395.7881009
"44987",1755009.4491128
"44988",1712034.05693423
"44989",1547331.58769127
"44990",1479848.78442857
"44991",1446977.01924921
"44992",1405866.95988254
"44993",1417229.93598254
"44994",1471861.49200476
"44995",1715193.20370804
"44996",1914896.25735693
"44997",2052878.43214286
"44998",2016985.76877619
"44999",2105502.43085476
"45000",2103386.35001349
"45001",1927949.27734762
"45002",2054025.98145556
"45003",2160685.27342064
"45004",2210209.93996508
