"","x"
"111",1295420.7218316
"112",1295420.7218316
"113",1258873.99821922
"114",1302005.48608401
"115",1310045.57526697
"116",1310045.57526697
"117",1310045.57526697
"118",1310045.57526697
"119",1299801.99351532
"120",1286026.55640872
"121",886685.276315722
"122",914419.210194736
"123",1069657.80020413
"124",1069657.80020413
"125",1069657.80020413
"126",1069657.80020413
"127",1489985.50845163
"128",1436086.03200957
"129",1258873.99821922
"130",1258873.99821922
"131",1295420.7218316
"132",1295420.7218316
"133",1295420.7218316
"134",1295420.7218316
"135",1295420.7218316
"136",1295420.7218316
"137",1295420.7218316
"138",1302005.48608401
"139",1310045.57526697
"140",1310045.57526697
"141",1310045.57526697
"142",1310045.57526697
"143",1233096.27462044
"144",1219320.83751384
"145",799024.163004672
"146",799024.163004672
"147",799024.163004672
"148",815353.114824156
"149",861653.614984291
"150",964780.459132479
"151",1489985.50845163
"152",1469061.76228731
"153",1331442.02197944
"154",1258873.99821922
"155",1258873.99821922
"156",1258873.99821922
"157",1258873.99821922
"158",1258873.99821922
"159",1258873.99821922
"160",1258873.99821922
"161",1258873.99821922
"162",1302005.48608401
"163",1310045.57526697
"164",1393177.94726221
"165",1469061.76228731
"166",1469061.76228731
"167",1478825.34439123
"168",1478825.34439123
"169",1069657.80020413
"170",1069657.80020413
"171",1201870.99817084
"172",1247705.85130786
"173",1247705.85130786
"174",1424220.63779191
"175",1840065.11182925
"176",1612185.53732095
"177",1331442.02197944
"178",1258873.99821922
"179",1258873.99821922
"180",1258873.99821922
"181",1258873.99821922
"182",1258873.99821922
"183",1258873.99821922
"184",1258873.99821922
"185",1258873.99821922
"186",1302005.48608401
"187",1310045.57526697
"188",1310045.57526697
"189",1310045.57526697
"190",1393177.94726221
"191",1457901.59822691
"192",1478825.34439123
"193",1069657.80020413
"194",1069657.80020413
"195",1069657.80020413
"196",1069657.80020413
"197",1069657.80020413
"198",1201870.99817084
"199",1612185.53732095
"200",1489985.50845163
"201",1258873.99821922
"202",1258873.99821922
"203",1258873.99821922
"204",1258873.99821922
"205",1258873.99821922
"206",1258873.99821922
"207",1258873.99821922
"208",1258873.99821922
"209",1258873.99821922
"210",1302005.48608401
"211",1310045.57526697
"212",1451101.66437955
"213",1489985.50845163
"214",1489985.50845163
"215",1478825.34439123
"216",1601025.37326055
"217",1201870.99817084
"218",1069657.80020413
"219",1201870.99817084
"220",1201870.99817084
"221",1201870.99817084
"222",1247705.85130786
"223",1656726.48261108
"224",1489985.50845163
"225",1258873.99821922
"226",1258873.99821922
"227",1258873.99821922
"228",1258873.99821922
"229",1258873.99821922
"230",1258873.99821922
"231",1258873.99821922
"232",1258873.99821922
"233",1258873.99821922
"234",1302005.48608401
"235",1310045.57526697
"236",1310045.57526697
"237",1310045.57526697
"238",1310045.57526697
"239",1299801.99351532
"240",1286026.55640872
"241",861653.614984291
"242",914419.210194736
"243",914419.210194736
"244",964780.459132479
"245",964780.459132479
"246",964780.459132479
"247",1489985.50845163
"248",1258873.99821922
"249",1258873.99821922
"250",1258873.99821922
"251",1258873.99821922
"252",1258873.99821922
"253",1258873.99821922
"254",1258873.99821922
"255",1258873.99821922
"256",1258873.99821922
"257",1258873.99821922
"258",1302005.48608401
"259",1310045.57526697
"260",1310045.57526697
"261",1310045.57526697
"262",1310045.57526697
"263",1233096.27462044
"264",1219320.83751384
"265",799024.163004672
"266",799024.163004672
"267",799024.163004672
"268",799024.163004672
"269",799024.163004672
"270",815353.114824156
"271",1258873.99821922
"272",1258873.99821922
"273",1258873.99821922
"274",1258873.99821922
"275",1258873.99821922
"276",1258873.99821922
"277",1295420.7218316
"278",1295420.7218316
"279",1295420.7218316
"280",1258873.99821922
"281",1258873.99821922
"282",1302005.48608401
"283",1310045.57526697
"284",1310045.57526697
"285",1310045.57526697
"286",1310045.57526697
"287",1233096.27462044
"288",1219320.83751384
"289",799024.163004672
"290",799024.163004672
"291",799024.163004672
"292",799024.163004672
"293",799024.163004672
"294",799024.163004672
"295",1258873.99821922
"296",1258873.99821922
"297",1258873.99821922
"298",1258873.99821922
"299",1295420.7218316
"300",1295420.7218316
"301",1295420.7218316
"302",1295420.7218316
"303",1295420.7218316
"304",1347990.63340297
"305",1347990.63340297
"306",1302005.48608401
"307",1310045.57526697
"308",1310045.57526697
"309",1310045.57526697
"310",1310045.57526697
"311",1233096.27462044
"312",1219320.83751384
"313",799024.163004672
"314",799024.163004672
"315",799024.163004672
"316",799024.163004672
"317",799024.163004672
"318",815353.114824156
"319",1331442.02197944
"320",1258873.99821922
"321",1258873.99821922
"322",1258873.99821922
"323",1295420.7218316
"324",1295420.7218316
"325",1376557.97179146
"326",1376557.97179146
"327",1323988.06022009
"328",1295420.7218316
"329",1295420.7218316
"330",1302005.48608401
"331",1310045.57526697
"332",1310045.57526697
"333",1310045.57526697
"334",1310045.57526697
"335",1233096.27462044
"336",1219320.83751384
"337",799024.163004672
"338",799024.163004672
"339",799024.163004672
"340",799024.163004672
"341",799024.163004672
"342",799024.163004672
"343",1258873.99821922
"344",1258873.99821922
"345",1258873.99821922
"346",1258873.99821922
"347",1258873.99821922
"348",1258873.99821922
"349",1258873.99821922
"350",1258873.99821922
"351",1258873.99821922
"352",1258873.99821922
"353",1258873.99821922
"354",1302005.48608401
"355",1310045.57526697
"356",1310045.57526697
"357",1310045.57526697
"358",1375217.84935446
"359",1414941.53855747
"360",1478825.34439123
"361",1069657.80020413
"362",1069657.80020413
"363",1201870.99817084
"364",1442366.57173388
"365",1442366.57173388
"366",1442366.57173388
"367",1857408.66903939
"368",1857408.66903939
"369",1840065.11182925
"370",1489985.50845163
"371",1436086.03200957
"372",1258873.99821922
"373",1258873.99821922
"374",1258873.99821922
"375",1258873.99821922
"376",1258873.99821922
"377",1258873.99821922
"378",1489985.50845163
"379",1489985.50845163
"380",1656726.48261108
"381",1840065.11182925
"382",1857408.66903939
"383",1857408.66903939
"384",1857408.66903939
"385",1466299.18824152
"386",1466299.18824152
"387",1920022.97615197
"388",1466299.18824152
"389",1466299.18824152
"390",1920022.97615197
"391",2053001.65065249
"392",1857408.66903939
"393",1489985.50845163
"394",1258873.99821922
"395",1258873.99821922
"396",1258873.99821922
"397",1258873.99821922
"398",1258873.99821922
"399",1258873.99821922
"400",1258873.99821922
"401",1258873.99821922
"402",1302005.48608401
"403",1310045.57526697
"404",1310045.57526697
"405",1310045.57526697
"406",1393177.94726221
"407",1457901.59822691
"408",1478825.34439123
"409",1069657.80020413
"410",1069657.80020413
"411",1069657.80020413
"412",1069657.80020413
"413",1201870.99817084
"414",1201870.99817084
"415",1612185.53732095
"416",1469061.76228731
"417",1258873.99821922
"418",1258873.99821922
"419",1258873.99821922
"420",1258873.99821922
"421",1258873.99821922
"422",1295420.7218316
"423",1295420.7218316
"424",1258873.99821922
"425",1258873.99821922
"426",1302005.48608401
"427",1310045.57526697
"428",1310045.57526697
"429",1310045.57526697
"430",1310045.57526697
"431",1233096.27462044
"432",1219320.83751384
"433",799024.163004672
"434",799024.163004672
"435",799024.163004672
"436",799024.163004672
"437",799024.163004672
"438",799024.163004672
"439",1258873.99821922
"440",1258873.99821922
"441",1258873.99821922
"442",1258873.99821922
"443",1258873.99821922
"444",1258873.99821922
"445",1295420.7218316
"446",1295420.7218316
"447",1295420.7218316
"448",1295420.7218316
"449",1258873.99821922
"450",1302005.48608401
"451",1310045.57526697
"452",1310045.57526697
"453",1310045.57526697
"454",1310045.57526697
"455",1233096.27462044
"456",1219320.83751384
"457",799024.163004672
"458",799024.163004672
"459",799024.163004672
"460",799024.163004672
"461",799024.163004672
"462",799024.163004672
"463",1258873.99821922
"464",1258873.99821922
"465",1258873.99821922
"466",1258873.99821922
"467",1295420.7218316
"468",1295420.7218316
"469",1323988.06022009
"470",1323988.06022009
"471",1323988.06022009
"472",1295420.7218316
"473",1295420.7218316
"474",1302005.48608401
"475",1310045.57526697
"476",1310045.57526697
"477",1310045.57526697
"478",1310045.57526697
"479",1233096.27462044
"480",1219320.83751384
"481",799024.163004672
"482",799024.163004672
"483",799024.163004672
"484",799024.163004672
"485",799024.163004672
"486",799024.163004672
"487",1258873.99821922
"488",1258873.99821922
"489",1258873.99821922
"490",1295420.7218316
"491",1295420.7218316
"492",1295420.7218316
"493",1323988.06022009
"494",1323988.06022009
"495",1323988.06022009
"496",1295420.7218316
"497",1295420.7218316
"498",1302005.48608401
"499",1310045.57526697
"500",1310045.57526697
"501",1310045.57526697
"502",1310045.57526697
"503",1233096.27462044
"504",1219320.83751384
"505",799024.163004672
"506",799024.163004672
"507",799024.163004672
"508",799024.163004672
"509",799024.163004672
"510",799024.163004672
"511",1258873.99821922
"512",1258873.99821922
"513",1258873.99821922
"514",1258873.99821922
"515",1258873.99821922
"516",1258873.99821922
"517",1258873.99821922
"518",1258873.99821922
"519",1258873.99821922
"520",1295420.7218316
"521",1295420.7218316
"522",1302005.48608401
"523",1310045.57526697
"524",1310045.57526697
"525",1310045.57526697
"526",1310045.57526697
"527",1233096.27462044
"528",1219320.83751384
"529",799024.163004672
"530",799024.163004672
"531",799024.163004672
"532",799024.163004672
"533",799024.163004672
"534",799024.163004672
"535",1258873.99821922
"536",1258873.99821922
"537",1258873.99821922
"538",1258873.99821922
"539",1258873.99821922
"540",1258873.99821922
"541",1258873.99821922
"542",1258873.99821922
"543",1258873.99821922
"544",1258873.99821922
"545",1258873.99821922
"546",1302005.48608401
"547",1310045.57526697
"548",1310045.57526697
"549",1310045.57526697
"550",1310045.57526697
"551",1299801.99351532
"552",1286026.55640872
"553",843087.048703171
"554",843087.048703171
"555",861653.614984291
"556",861653.614984291
"557",914419.210194736
"558",914419.210194736
"559",1469061.76228731
"560",1258873.99821922
"561",1258873.99821922
"562",1258873.99821922
"563",1258873.99821922
"564",1258873.99821922
"565",1258873.99821922
"566",1258873.99821922
"567",1258873.99821922
"568",1258873.99821922
"569",1258873.99821922
"570",1302005.48608401
"571",1310045.57526697
"572",1310045.57526697
"573",1310045.57526697
"574",1310045.57526697
"575",1233096.27462044
"576",1219320.83751384
"577",799024.163004672
"578",799024.163004672
"579",799024.163004672
"580",799024.163004672
"581",799024.163004672
"582",799024.163004672
"583",1258873.99821922
"584",1258873.99821922
"585",1258873.99821922
"586",1258873.99821922
"587",1258873.99821922
"588",1258873.99821922
"589",1258873.99821922
"590",1258873.99821922
"591",1258873.99821922
"592",1258873.99821922
"593",1258873.99821922
"594",1302005.48608401
"595",1310045.57526697
"596",1310045.57526697
"597",1310045.57526697
"598",1310045.57526697
"599",1233096.27462044
"600",1219320.83751384
"601",799024.163004672
"602",799024.163004672
"603",799024.163004672
"604",799024.163004672
"605",799024.163004672
"606",799024.163004672
"607",1258873.99821922
"608",1258873.99821922
"609",1258873.99821922
"610",1295420.7218316
"611",1287441.33660771
"612",1398916.624177
"613",1398916.624177
"614",1398916.624177
"615",1398916.624177
"616",1258873.99821922
"617",1258873.99821922
"618",1302005.48608401
"619",1310045.57526697
"620",1310045.57526697
"621",1310045.57526697
"622",1310045.57526697
"623",1233096.27462044
"624",1219320.83751384
"625",799024.163004672
"626",799024.163004672
"627",799024.163004672
"628",799024.163004672
"629",799024.163004672
"630",799024.163004672
"631",1258873.99821922
"632",1258873.99821922
"633",1258873.99821922
"634",1258873.99821922
"635",1258873.99821922
"636",1258873.99821922
"637",1258873.99821922
"638",1258873.99821922
"639",1258873.99821922
"640",1258873.99821922
"641",1258873.99821922
"642",1302005.48608401
"643",1310045.57526697
"644",1310045.57526697
"645",1310045.57526697
"646",1310045.57526697
"647",1233096.27462044
"648",1219320.83751384
"649",799024.163004672
"650",799024.163004672
"651",799024.163004672
"652",799024.163004672
"653",799024.163004672
"654",799024.163004672
"655",1258873.99821922
"656",1258873.99821922
"657",1258873.99821922
"658",1258873.99821922
"659",1258873.99821922
"660",1258873.99821922
"661",1258873.99821922
"662",1258873.99821922
"663",1258873.99821922
"664",1258873.99821922
"665",1258873.99821922
"666",1302005.48608401
"667",1310045.57526697
"668",1310045.57526697
"669",1310045.57526697
"670",1310045.57526697
"671",1233096.27462044
"672",1219320.83751384
"673",799024.163004672
"674",799024.163004672
"675",799024.163004672
"676",799024.163004672
"677",799024.163004672
"678",799024.163004672
"679",1258873.99821922
"680",1258873.99821922
"681",1258873.99821922
"682",1258873.99821922
"683",1258873.99821922
"684",1258873.99821922
"685",1258873.99821922
"686",1258873.99821922
"687",1295420.7218316
"688",1295420.7218316
"689",1258873.99821922
"690",1302005.48608401
"691",1310045.57526697
"692",1310045.57526697
"693",1310045.57526697
"694",1310045.57526697
"695",1233096.27462044
"696",1219320.83751384
"697",799024.163004672
"698",799024.163004672
"699",799024.163004672
"700",799024.163004672
"701",799024.163004672
"702",799024.163004672
"703",1258873.99821922
"704",1258873.99821922
"705",1258873.99821922
"706",1258873.99821922
"707",1258873.99821922
"708",1258873.99821922
"709",1258873.99821922
"710",1258873.99821922
"711",1258873.99821922
"712",1258873.99821922
"713",1258873.99821922
"714",1302005.48608401
"715",1310045.57526697
"716",1310045.57526697
"717",1310045.57526697
"718",1310045.57526697
"719",1233096.27462044
"720",1219320.83751384
"721",799024.163004672
"722",799024.163004672
"723",799024.163004672
"724",799024.163004672
"725",799024.163004672
"726",799024.163004672
"727",1258873.99821922
"728",1258873.99821922
"729",1258873.99821922
"730",1258873.99821922
"731",1258873.99821922
"732",1258873.99821922
"733",1258873.99821922
"734",1258873.99821922
"735",1258873.99821922
"736",1258873.99821922
"737",1258873.99821922
"738",1302005.48608401
"739",1310045.57526697
"740",1310045.57526697
"741",1310045.57526697
"742",1310045.57526697
"743",1233096.27462044
"744",1219320.83751384
"745",799024.163004672
"746",799024.163004672
"747",799024.163004672
"748",799024.163004672
"749",799024.163004672
"750",799024.163004672
"751",1258873.99821922
"752",1258873.99821922
"753",1258873.99821922
"754",1258873.99821922
"755",1258873.99821922
"756",1258873.99821922
"757",1323988.06022009
"758",1323988.06022009
"759",1435463.34778939
"760",1323988.06022009
"761",1295420.7218316
"762",1302005.48608401
"763",1310045.57526697
"764",1310045.57526697
"765",1310045.57526697
"766",1310045.57526697
"767",1233096.27462044
"768",1219320.83751384
"769",799024.163004672
"770",799024.163004672
"771",799024.163004672
"772",799024.163004672
"773",799024.163004672
"774",799024.163004672
"775",1258873.99821922
"776",1258873.99821922
"777",1258873.99821922
"778",1258873.99821922
"779",1258873.99821922
"780",1258873.99821922
"781",1258873.99821922
"782",1323988.06022009
"783",1258873.99821922
"784",1258873.99821922
"785",1258873.99821922
"786",1302005.48608401
"787",1310045.57526697
"788",1310045.57526697
"789",1310045.57526697
"790",1310045.57526697
"791",1233096.27462044
"792",1219320.83751384
"793",799024.163004672
"794",1019296.55126639
"795",1069657.80020413
"796",1201870.99817084
"797",1424220.63779191
"798",1424220.63779191
"799",1857408.66903939
"800",1857408.66903939
"801",1489985.50845163
"802",1258873.99821922
"803",1258873.99821922
"804",1258873.99821922
"805",1258873.99821922
"806",1258873.99821922
"807",1258873.99821922
"808",1258873.99821922
"809",1258873.99821922
"810",1302005.48608401
"811",1310045.57526697
"812",1469061.76228731
"813",1489985.50845163
"814",1489985.50845163
"815",1478825.34439123
"816",1478825.34439123
"817",1442366.57173388
"818",1442366.57173388
"819",1442366.57173388
"820",1442366.57173388
"821",1442366.57173388
"822",1466299.18824152
"823",1864992.06260259
"824",1840065.11182925
"825",1489985.50845163
"826",1258873.99821922
"827",1258873.99821922
"828",1258873.99821922
"829",1258873.99821922
"830",1258873.99821922
"831",1258873.99821922
"832",1258873.99821922
"833",1258873.99821922
"834",1302005.48608401
"835",1310045.57526697
"836",1310045.57526697
"837",1310045.57526697
"838",1310045.57526697
"839",1299801.99351532
"840",1286026.55640872
"841",861653.614984291
"842",914419.210194736
"843",1069657.80020413
"844",1069657.80020413
"845",1069657.80020413
"846",1069657.80020413
"847",1489985.50845163
"848",1489985.50845163
"849",1331442.02197944
"850",1258873.99821922
"851",1258873.99821922
"852",1258873.99821922
"853",1258873.99821922
"854",1258873.99821922
"855",1258873.99821922
"856",1258873.99821922
"857",1258873.99821922
"858",1302005.48608401
"859",1310045.57526697
"860",1310045.57526697
"861",1310045.57526697
"862",1310045.57526697
"863",1299801.99351532
"864",1286026.55640872
"865",861653.614984291
"866",861653.614984291
"867",833919.681105277
"868",861653.614984291
"869",966530.956055946
"870",861653.614984291
"871",1469061.76228731
"872",1331442.02197944
"873",1258873.99821922
"874",1258873.99821922
"875",1258873.99821922
"876",1258873.99821922
"877",1258873.99821922
"878",1258873.99821922
"879",1258873.99821922
"880",1258873.99821922
"881",1258873.99821922
"882",1302005.48608401
"883",1310045.57526697
"884",1310045.57526697
"885",1310045.57526697
"886",1310045.57526697
"887",1233096.27462044
"888",1219320.83751384
"889",799024.163004672
"890",799024.163004672
"891",799024.163004672
"892",799024.163004672
"893",799024.163004672
"894",799024.163004672
"895",1258873.99821922
"896",1258873.99821922
"897",1258873.99821922
"898",1258873.99821922
"899",1258873.99821922
"900",1258873.99821922
"901",1295420.7218316
"902",1287441.33660771
"903",1258873.99821922
"904",1258873.99821922
"905",1258873.99821922
"906",1302005.48608401
"907",1310045.57526697
"908",1310045.57526697
"909",1310045.57526697
"910",1310045.57526697
"911",1233096.27462044
"912",1219320.83751384
"913",799024.163004672
"914",799024.163004672
"915",799024.163004672
"916",799024.163004672
"917",799024.163004672
"918",799024.163004672
"919",1258873.99821922
"920",1258873.99821922
"921",1258873.99821922
"922",1258873.99821922
"923",1258873.99821922
"924",1258873.99821922
"925",1323988.06022009
"926",1435463.34778939
"927",1435463.34778939
"928",1323988.06022009
"929",1295420.7218316
"930",1302005.48608401
"931",1310045.57526697
"932",1310045.57526697
"933",1310045.57526697
"934",1310045.57526697
"935",1233096.27462044
"936",1219320.83751384
"937",799024.163004672
"938",799024.163004672
"939",799024.163004672
"940",799024.163004672
"941",799024.163004672
"942",799024.163004672
"943",1258873.99821922
"944",1258873.99821922
"945",1258873.99821922
"946",1258873.99821922
"947",1258873.99821922
"948",1258873.99821922
"949",1323988.06022009
"950",1435463.34778939
"951",1435463.34778939
"952",1323988.06022009
"953",1295420.7218316
"954",1302005.48608401
"955",1310045.57526697
"956",1310045.57526697
"957",1310045.57526697
"958",1310045.57526697
"959",1233096.27462044
"960",1219320.83751384
"961",799024.163004672
"962",799024.163004672
"963",799024.163004672
"964",799024.163004672
"965",799024.163004672
"966",799024.163004672
"967",1258873.99821922
"968",1258873.99821922
"969",1258873.99821922
"970",1258873.99821922
"971",1258873.99821922
"972",1323988.06022009
"973",1435463.34778939
"974",1518042.2003985
"975",1518042.2003985
"976",1435463.34778939
"977",1295420.7218316
"978",1302005.48608401
"979",1310045.57526697
"980",1310045.57526697
"981",1310045.57526697
"982",1310045.57526697
"983",1233096.27462044
"984",1219320.83751384
"985",799024.163004672
"986",799024.163004672
"987",799024.163004672
"988",799024.163004672
"989",799024.163004672
"990",799024.163004672
"991",1258873.99821922
"992",1258873.99821922
"993",1258873.99821922
"994",1258873.99821922
"995",1258873.99821922
"996",1323988.06022009
"997",1435463.34778939
"998",1435463.34778939
"999",1435463.34778939
"1000",1323988.06022009
"1001",1295420.7218316
"1002",1302005.48608401
"1003",1310045.57526697
"1004",1310045.57526697
"1005",1310045.57526697
"1006",1310045.57526697
"1007",1233096.27462044
"1008",1219320.83751384
"1009",799024.163004672
"1010",799024.163004672
"1011",799024.163004672
"1012",799024.163004672
"1013",799024.163004672
"1014",799024.163004672
"1015",1258873.99821922
"1016",1258873.99821922
"1017",1258873.99821922
"1018",1258873.99821922
"1019",1258873.99821922
"1020",1258873.99821922
"1021",1323988.06022009
"1022",1435463.34778939
"1023",1435463.34778939
"1024",1398916.624177
"1025",1258873.99821922
"1026",1302005.48608401
"1027",1310045.57526697
"1028",1310045.57526697
"1029",1310045.57526697
"1030",1310045.57526697
"1031",1233096.27462044
"1032",1219320.83751384
"1033",799024.163004672
"1034",799024.163004672
"1035",799024.163004672
"1036",799024.163004672
"1037",799024.163004672
"1038",799024.163004672
"1039",1258873.99821922
"1040",1258873.99821922
"1041",1258873.99821922
"1042",1258873.99821922
"1043",1258873.99821922
"1044",1258873.99821922
"1045",1258873.99821922
"1046",1295420.7218316
"1047",1323988.06022009
"1048",1295420.7218316
"1049",1295420.7218316
"1050",1302005.48608401
"1051",1310045.57526697
"1052",1310045.57526697
"1053",1310045.57526697
"1054",1310045.57526697
"1055",1233096.27462044
"1056",1219320.83751384
"1057",799024.163004672
"1058",799024.163004672
"1059",799024.163004672
"1060",799024.163004672
"1061",799024.163004672
"1062",799024.163004672
"1063",1258873.99821922
"1064",1258873.99821922
"1065",1258873.99821922
"1066",1258873.99821922
"1067",1258873.99821922
"1068",1287441.33660771
"1069",1435463.34778939
"1070",1518042.2003985
"1071",1518042.2003985
"1072",1435463.34778939
"1073",1323988.06022009
"1074",1338552.2096964
"1075",1346592.29887936
"1076",1346592.29887936
"1077",1346592.29887936
"1078",1310045.57526697
"1079",1233096.27462044
"1080",1219320.83751384
"1081",799024.163004672
"1082",799024.163004672
"1083",799024.163004672
"1084",799024.163004672
"1085",799024.163004672
"1086",799024.163004672
"1087",1258873.99821922
"1088",1258873.99821922
"1089",1258873.99821922
"1090",1258873.99821922
"1091",1258873.99821922
"1092",1258873.99821922
"1093",1258873.99821922
"1094",1258873.99821922
"1095",1258873.99821922
"1096",1258873.99821922
"1097",1258873.99821922
"1098",1302005.48608401
"1099",1310045.57526697
"1100",1469061.76228731
"1101",1489985.50845163
"1102",1489985.50845163
"1103",1478825.34439123
"1104",1840065.11182925
"1105",1442366.57173388
"1106",1442366.57173388
"1107",1466299.18824152
"1108",1920022.97615197
"1109",2158283.92096569
"1110",2158283.92096569
"1111",2175531.59212251
"1112",2175531.59212251
"1113",2146229.05044924
"1114",1857408.66903939
"1115",1840065.11182925
"1116",1612185.53732095
"1117",1489985.50845163
"1118",1489985.50845163
"1119",1436086.03200957
"1120",1436086.03200957
"1121",1489985.50845163
"1122",1489985.50845163
"1123",1857408.66903939
"1124",1857408.66903939
"1125",1857408.66903939
"1126",1857408.66903939
"1127",1864992.06260259
"1128",1864992.06260259
"1129",1920022.97615197
"1130",1920022.97615197
"1131",1466299.18824152
"1132",1466299.18824152
"1133",1466299.18824152
"1134",1466299.18824152
"1135",1864992.06260259
"1136",1857408.66903939
"1137",1656726.48261108
"1138",1489985.50845163
"1139",1258873.99821922
"1140",1258873.99821922
"1141",1258873.99821922
"1142",1258873.99821922
"1143",1258873.99821922
"1144",1258873.99821922
"1145",1258873.99821922
"1146",1302005.48608401
"1147",1310045.57526697
"1148",1310045.57526697
"1149",1310045.57526697
"1150",1393177.94726221
"1151",1457901.59822691
"1152",1328986.61607815
"1153",1069657.80020413
"1154",1069657.80020413
"1155",1069657.80020413
"1156",1069657.80020413
"1157",1069657.80020413
"1158",1201870.99817084
"1159",1612185.53732095
"1160",1489985.50845163
"1161",1258873.99821922
"1162",1258873.99821922
"1163",1258873.99821922
"1164",1258873.99821922
"1165",1258873.99821922
"1166",1258873.99821922
"1167",1258873.99821922
"1168",1258873.99821922
"1169",1258873.99821922
"1170",1302005.48608401
"1171",1310045.57526697
"1172",1310045.57526697
"1173",1310045.57526697
"1174",1375217.84935446
"1175",1457901.59822691
"1176",1457901.59822691
"1177",1019296.55126639
"1178",1069657.80020413
"1179",1069657.80020413
"1180",1069657.80020413
"1181",1069657.80020413
"1182",1069657.80020413
"1183",1489985.50845163
"1184",1489985.50845163
"1185",1258873.99821922
"1186",1258873.99821922
"1187",1258873.99821922
"1188",1258873.99821922
"1189",1258873.99821922
"1190",1258873.99821922
"1191",1258873.99821922
"1192",1258873.99821922
"1193",1258873.99821922
"1194",1302005.48608401
"1195",1310045.57526697
"1196",1310045.57526697
"1197",1310045.57526697
"1198",1310045.57526697
"1199",1233096.27462044
"1200",1219320.83751384
"1201",799024.163004672
"1202",799024.163004672
"1203",799024.163004672
"1204",799024.163004672
"1205",799024.163004672
"1206",799024.163004672
"1207",1258873.99821922
"1208",1258873.99821922
"1209",1258873.99821922
"1210",1258873.99821922
"1211",1258873.99821922
"1212",1258873.99821922
"1213",1258873.99821922
"1214",1258873.99821922
"1215",1258873.99821922
"1216",1258873.99821922
"1217",1258873.99821922
"1218",1302005.48608401
"1219",1310045.57526697
"1220",1310045.57526697
"1221",1310045.57526697
"1222",1310045.57526697
"1223",1233096.27462044
"1224",1219320.83751384
"1225",799024.163004672
"1226",815353.114824156
"1227",815353.114824156
"1228",815353.114824156
"1229",815353.114824156
"1230",843087.048703171
"1231",1436086.03200957
"1232",1436086.03200957
"1233",1331442.02197944
"1234",1258873.99821922
"1235",1258873.99821922
"1236",1258873.99821922
"1237",1258873.99821922
"1238",1258873.99821922
"1239",1258873.99821922
"1240",1258873.99821922
"1241",1258873.99821922
"1242",1302005.48608401
"1243",1310045.57526697
"1244",1310045.57526697
"1245",1310045.57526697
"1246",1310045.57526697
"1247",1233096.27462044
"1248",1219320.83751384
"1249",799024.163004672
"1250",799024.163004672
"1251",799024.163004672
"1252",799024.163004672
"1253",799024.163004672
"1254",799024.163004672
"1255",1258873.99821922
"1256",1258873.99821922
"1257",1258873.99821922
"1258",1258873.99821922
"1259",1258873.99821922
"1260",1258873.99821922
"1261",1258873.99821922
"1262",1258873.99821922
"1263",1258873.99821922
"1264",1258873.99821922
"1265",1258873.99821922
"1266",1302005.48608401
"1267",1310045.57526697
"1268",1310045.57526697
