"","x"
"51720",1084871.22786824
"51721",887544.933718928
"51722",858434.897331954
"51723",851170.031741679
"51724",840865.526961038
"51725",859330.881423788
"51726",927323.658598769
"51727",1130852.16372065
"51728",1201865.62030801
"51729",1240865.92953944
"51730",1259066.90645883
"51731",1298900.06836918
"51732",1327337.69388058
"51733",1426701.82130023
"51734",1435912.94159005
"51735",1440402.48320671
"51736",1354005.51119006
"51737",1331026.38282787
"51738",1449515.6998197
"51739",1485068.73261504
"51740",1473592.89826536
"51741",1456390.78416297
"51742",1370166.01530991
"51743",1213413.73861694
"51744",1138566.05309247
"51745",887185.373517454
"51746",857085.734767666
"51747",851717.55369317
"51748",850659.208410812
"51749",844417.588769157
"51750",913396.221129502
"51751",1178638.87185086
"51752",1237940.15013212
"51753",1258211.00678285
"51754",1239290.17777748
"51755",1252230.21344779
"51756",1242553.35185012
"51757",1259163.35463859
"51758",1246138.539389
"51759",1253438.89936207
"51760",1264933.85635405
"51761",1261290.6718237
"51762",1352169.39944697
"51763",1366171.35953152
"51764",1374019.75543537
"51765",1369702.90107023
"51766",1329447.20206913
"51767",1170350.92827545
"51768",1077716.46686146
"51769",863383.76454239
"51770",839112.248935443
"51771",833351.814758747
"51772",835051.726503985
"51773",838455.146156366
"51774",910482.284886462
"51775",1178669.67664193
"51776",1241107.93087083
"51777",1272665.76047156
"51778",1244750.7361553
"51779",1231906.76650287
"51780",1245071.7953046
"51781",1246007.85235781
"51782",1265363.65335502
"51783",1269784.19873381
"51784",1281071.75375468
"51785",1272757.92910093
"51786",1435850.86624778
"51787",1470992.68125841
"51788",1459752.48526699
"51789",1428268.00546928
"51790",1336250.2976274
"51791",1165363.80907996
"51792",1066563.48143526
"51793",872148.959876953
"51794",835665.485527685
"51795",828070.972067229
"51796",825934.969968419
"51797",826951.302703737
"51798",899938.202634355
"51799",1167366.80690338
"51800",1198356.35473118
"51801",1209247.29260269
"51802",1230452.58336968
"51803",1264100.54842384
"51804",1279884.40155912
"51805",1326545.75685087
"51806",1337860.49200087
"51807",1361207.68357174
"51808",1305116.18820677
"51809",1317980.34096031
"51810",1411770.3029315
"51811",1427119.94709411
"51812",1410082.10639998
"51813",1357523.68325144
"51814",1325925.25699699
"51815",1177168.78530942
"51816",1094915.52757495
"51817",883836.038937816
"51818",852826.698410215
"51819",841944.985729986
"51820",837676.752731788
"51821",847919.254868201
"51822",907393.326810135
"51823",1152600.91071091
"51824",1214940.64885496
"51825",1227008.97600931
"51826",1236616.64461318
"51827",1231598.46279307
"51828",1232205.61639722
"51829",1239408.65271016
"51830",1258621.54473262
"51831",1261288.32507389
"51832",1281333.16348474
"51833",1237734.40122173
"51834",1316745.64665357
"51835",1310562.71352832
"51836",1308806.41024008
"51837",1298999.27536122
"51838",1258545.36478561
"51839",1139118.81189194
"51840",1054490.15846174
"51841",917307.10165191
"51842",885482.706403928
"51843",880614.626995532
"51844",889711.549156427
"51845",900569.436675402
"51846",956322.692294145
"51847",1228434.09063223
"51848",1321039.04781446
"51849",1271271.67299953
"51850",1276698.4174254
"51851",1280465.45198772
"51852",1301956.2967145
"51853",1315677.14178329
"51854",1322620.21383296
"51855",1339324.86224188
"51856",1333194.53348199
"51857",1305243.46481115
"51858",1444002.64287642
"51859",1487998.21501512
"51860",1437550.40457022
"51861",1366587.89725249
"51862",1335417.02400062
"51863",1218850.91072326
"51864",1159487.4195533
"51865",909956.267822562
"51866",872545.422968285
"51867",874120.998425131
"51868",864367.124963895
"51869",883014.545105621
"51870",940875.602746682
"51871",1169395.50644685
"51872",1270272.30945093
"51873",1244245.18077788
"51874",1290472.43751006
"51875",1336695.63546899
"51876",1363710.45755899
"51877",1399370.94934807
"51878",1402090.40875453
"51879",1417940.46416564
"51880",1398735.19177984
"51881",1379083.98699593
"51882",1478173.75935994
"51883",1519129.84484131
"51884",1526855.12281078
"51885",1499219.86259967
"51886",1450360.46056988
"51887",1236001.10645803
"51888",1140674.8460891
"51889",887554.132940861
"51890",857153.527454171
"51891",843901.642278315
"51892",843617.092067203
"51893",852069.769830546
"51894",900013.145292334
"51895",1107624.5127499
"51896",1188476.25366426
"51897",1206900.58399184
"51898",1230833.62585928
"51899",1274789.59192098
"51900",1312814.09369933
"51901",1370099.9138892
"51902",1377322.67587868
"51903",1380701.96974304
"51904",1322661.07297587
"51905",1302583.3538645
"51906",1467388.62991508
"51907",1564258.36375941
"51908",1539044.82872753
"51909",1398752.34339942
"51910",1365393.7503441
"51911",1218976.35601438
"51912",1266521.05714445
"51913",1082261.3198827
"51914",1235008.61228254
"51915",1232099.31850808
"51916",1336434.31621548
"51917",1370265.87514603
"51918",1599065.18048033
"51919",1890650.30275952
"51920",1875115.21236753
"51921",1646617.72483297
"51922",1509730.10044399
"51923",1328031.10913107
"51924",1270048.32482357
"51925",1237282.68783175
"51926",1228406.45667835
"51927",1212906.19216573
"51928",1215538.0235507
"51929",1259662.01292633
"51930",1395005.95293729
"51931",1595592.38665433
"51932",1671773.14804309
"51933",1603772.69190866
"51934",1626550.29858755
"51935",1575962.07684048
"51936",1565557.50665823
"51937",1415253.63424365
"51938",1489665.81702863
"51939",1506688.76580555
"51940",1574806.95518384
"51941",1576498.3735899
"51942",1783863.57934707
"51943",1967357.93733889
"51944",1893309.29777064
"51945",1646363.19629962
"51946",1470586.31731725
"51947",1361920.08312846
"51948",1295880.8046356
"51949",1254338.1420852
"51950",1223385.09811463
"51951",1209562.77593644
"51952",1212808.92865658
"51953",1227696.63545193
"51954",1407784.56696285
"51955",1455688.67801924
"51956",1462857.33061062
"51957",1525470.42752162
"51958",1503029.80944066
"51959",1328168.36667833
"51960",1345076.23424072
"51961",1116853.6433308
"51962",1136113.12750342
"51963",1180264.90473016
"51964",1190671.57920714
"51965",1239643.43723571
"51966",1370628.27835934
"51967",1607721.83725539
"51968",1655612.21481253
"51969",1548401.44044778
"51970",1396817.09008905
"51971",1310406.12010015
"51972",1252649.21488566
"51973",1226438.16256832
"51974",1204070.9516139
"51975",1209184.57538532
"51976",1202543.09317797
"51977",1231538.28641864
"51978",1410273.60639862
"51979",1489162.21577086
"51980",1463625.55877043
"51981",1496807.84060975
"51982",1491710.69360809
"51983",1354903.22115436
"51984",1302303.54555977
"51985",1124810.77435396
"51986",1078835.78002063
"51987",1072344.06118318
"51988",1089773.54308729
"51989",1125609.99293286
"51990",1150998.7341424
"51991",1385045.11582023
"51992",1435906.62661197
"51993",1368611.97935727
"51994",1256453.98673825
"51995",1258180.92453641
"51996",1259467.6333443
"51997",1262903.17056268
"51998",1242752.4277308
"51999",1254415.23203621
"52000",1246324.07090399
"52001",1231797.37511107
"52002",1420091.8916802
"52003",1425434.32373265
"52004",1409154.37424648
"52005",1408295.49010387
"52006",1371492.19942304
"52007",1238016.25928512
"52008",1165643.2501751
"52009",921301.924765085
"52010",900817.196565951
"52011",901906.183716973
"52012",899740.852569354
"52013",919211.122887608
"52014",953147.118679367
"52015",1199932.20986264
"52016",1331246.60262261
"52017",1284847.22654066
"52018",1264274.91227681
"52019",1261681.47909925
"52020",1333989.8615121
"52021",1354597.19671036
"52022",1371038.31995359
"52023",1357521.39665811
"52024",1365576.15665811
"52025",1325322.79700737
"52026",1433822.59254707
"52027",1465494.32485045
"52028",1465374.28970442
"52029",1425138.08798258
"52030",1363016.68973239
"52031",1216405.57098437
"52032",1144002.33081554
"52033",904411.976687507
"52034",862508.92739394
"52035",865282.614322557
"52036",864959.986136987
"52037",879078.039562119
"52038",910460.197637352
"52039",1137018.94255238
"52040",1291925.33106199
"52041",1274636.09953934
"52042",1298777.9321633
"52043",1288047.75481597
"52044",1341659.82871504
"52045",1358555.22745308
"52046",1362555.81078837
"52047",1397944.43260891
"52048",1381495.42644118
"52049",1358842.22649674
"52050",1454887.55971927
"52051",1490918.446839
"52052",1503454.20850931
"52053",1489696.48850892
"52054",1405461.84692331
"52055",1242350.5058569
"52056",1155934.9258222
"52057",890724.092722342
"52058",866141.856951596
"52059",860064.314495239
"52060",875975.543875724
"52061",875440.849772694
"52062",916503.70524336
"52063",1197792.02849316
"52064",1300349.20827183
"52065",1272688.3684905
"52066",1242957.87225763
"52067",1263435.11609995
"52068",1305822.97505003
"52069",1325673.37829363
"52070",1341167.00054602
"52071",1390455.63399583
"52072",1366955.77170316
"52073",1337640.31589392
"52074",1442094.02096972
"52075",1488432.75766245
"52076",1498492.67764912
"52077",1498267.01562147
"52078",1445953.35689247
"52079",1254787.26805063
"52080",1167042.31372171
"52081",895662.120049729
"52082",858656.297328809
"52083",841521.418835257
"52084",841702.532866354
"52085",845823.920547434
"52086",896037.278804048
"52087",1189001.18572249
"52088",1281364.90204819
"52089",1266429.14197228
"52090",1209214.49388089
"52091",1288815.53490194
"52092",1307711.37692134
"52093",1360687.30134039
"52094",1356405.8606877
"52095",1420895.04572879
"52096",1367618.77536615
"52097",1357343.00451172
"52098",1442034.16385735
"52099",1497687.28644299
"52100",1507737.50378128
"52101",1490580.98273302
"52102",1431552.24017727
"52103",1255640.72196959
"52104",1159709.8686778
"52105",893994.340896414
"52106",854297.644680412
"52107",865063.268003699
"52108",866463.121303843
"52109",882973.655292034
"52110",950815.455367609
"52111",1198392.18569349
"52112",1305825.08689791
"52113",1251227.06703656
"52114",1211874.96126551
"52115",1241166.02584693
"52116",1297636.21722524
"52117",1358108.60466102
"52118",1323269.80446817
"52119",1350858.46114692
"52120",1350167.97937293
"52121",1358915.49421331
"52122",1449670.27882697
"52123",1491720.70606388
"52124",1498912.86130242
"52125",1463861.8357811
"52126",1419709.93297707
"52127",1251159.76680756
"52128",1165000.82227881
"52129",887071.058535527
"52130",859672.239469579
"52131",858859.250164883
"52132",863910.273096254
"52133",878422.649228739
"52134",930941.111405155
"52135",1199039.01302682
"52136",1305499.28079485
"52137",1250287.15822469
"52138",1235434.98045587
"52139",1233272.53402235
"52140",1302278.12272326
"52141",1324808.32609118
"52142",1333817.87094118
"52143",1405757.24388623
"52144",1357935.05006614
"52145",1349455.04402578
"52146",1460808.1220223
"52147",1510483.0421272
"52148",1524087.34988033
"52149",1467326.68049835
"52150",1400520.03183352
"52151",1230102.31556339
"52152",1144721.05451266
"52153",889794.183354009
"52154",848881.520077082
"52155",833788.102568778
"52156",835565.613993526
"52157",838906.053429328
"52158",881668.335370961
"52159",1150177.34024577
"52160",1240521.18066571
"52161",1267892.73019926
"52162",1234747.00593081
"52163",1226482.65024649
"52164",1265628.32717761
"52165",1323083.80150898
"52166",1332750.19332137
"52167",1346345.12634912
"52168",1323400.42820807
"52169",1315103.20288074
"52170",1457663.39835009
"52171",1485099.30242466
"52172",1474548.09727525
"52173",1433138.80779686
"52174",1404430.34129816
"52175",1268579.00979271
"52176",1206643.18761506
"52177",921025.4271748
"52178",887751.262764055
"52179",875810.479077303
"52180",876698.455562223
"52181",878528.107580081
"52182",906203.812310899
"52183",1101547.47092056
"52184",1213525.14650461
"52185",1261985.56714919
"52186",1261642.27769752
"52187",1299874.44301977
"52188",1329113.27576934
"52189",1345939.15238814
"52190",1371596.75800102
"52191",1406550.2999669
"52192",1378875.53274309
"52193",1380489.14214661
"52194",1469918.48535454
"52195",1494070.34637979
"52196",1491335.5602666
"52197",1467410.28868742
"52198",1427094.49840622
"52199",1295135.30997749
"52200",1266272.11928476
"52201",981532.027037244
"52202",935908.635299251
"52203",932360.444850379
"52204",943166.710182059
"52205",909211.253315598
"52206",920160.786561001
"52207",1088848.22300379
"52208",1201735.03349862
"52209",1265761.81813054
"52210",1299403.21015311
"52211",1303142.41537533
"52212",1303011.362042
"52213",1319351.31572028
"52214",1299248.65450789
"52215",1283110.53874344
"52216",1312979.75827039
"52217",1327793.58874025
"52218",1473412.31754547
"52219",1524358.82811705
"52220",1607820.98042073
"52221",1662711.97348807
"52222",1713584.5125641
"52223",1603035.09448387
"52224",1629686.16413413
"52225",1435311.34434357
"52226",1508048.50066349
"52227",1559609.66068167
"52228",1679000.23844507
"52229",1903762.23284584
"52230",2020175.00831958
"52231",2254694.85719133
"52232",2285676.46178578
"52233",2190416.0344911
"52234",1977530.35758333
"52235",1903739.61856025
"52236",1792282.18456064
"52237",1743522.30988261
"52238",1604628.60215958
"52239",1481094.37656369
"52240",1487411.0627782
"52241",1587333.36060403
"52242",1757236.21670112
"52243",1950570.63920238
"52244",1964627.26673939
"52245",2004359.07960606
"52246",2022183.85307143
"52247",2071378.9382619
"52248",2078686.3229
"52249",1835708.54441587
"52250",1883060.05679206
"52251",1795271.06524091
"52252",1851400.55663774
"52253",1858230.6615052
"52254",1916481.21192484
"52255",2074767.89675238
"52256",2047738.51409301
"52257",1883627.79298937
"52258",1732858.65995915
"52259",1391090.97191104
"52260",1348056.44488158
"52261",1320527.65069828
"52262",1306794.63260713
"52263",1300416.51548919
"52264",1301025.09077082
"52265",1315739.7472419
"52266",1362095.98246451
"52267",1428631.45735122
"52268",1554878.45532932
"52269",1590703.11660075
"52270",1643436.27202202
"52271",1545100.63309545
"52272",1480831.78824695
"52273",1272296.26283651
"52274",1302275.51015714
"52275",1276034.46947857
"52276",1357273.79409048
"52277",1367542.25365952
"52278",1484366.31647918
"52279",1729995.28313016
"52280",1744600.01501137
"52281",1542920.14129649
"52282",1360975.33767469
"52283",1301057.54609202
"52284",1257204.77049551
"52285",1237308.25701916
"52286",1244555.30296713
"52287",1247747.38110976
"52288",1249219.07733695
"52289",1285765.07300634
"52290",1378448.62169754
"52291",1411107.34384591
"52292",1421472.92037298
"52293",1472303.70646945
"52294",1519470.52433377
"52295",1484397.86404542
"52296",1469052.01986361
"52297",1200930.22965934
"52298",1185706.62186905
"52299",1204138.29652619
"52300",1206183.89852619
"52301",1195608.21817143
"52302",1272440.01072886
"52303",1566297.16994141
